"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners","phylo_species"
"Cyornis poliogenys","Aves","PASSERIFORMES","Muscicapidae","Cyornis","Cyornis poliogenys","Passeriformes","Muscicapidae","Cyornis",8,7,1,1,16.21,17.9,"Shrubland",2,"1","Carnivore","Invertivore",483417.77,24.84,92.96,"否","食虫","3-5","R",4,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.20978301484851,2.9391619220656,1.6094379124341,1.6094379124341,2.07944154167984,"Cyornis_poliogenys",-0.924813620908101,-0.870099178202901,-0.566687705276071,0.0949613386844429,0.582993079941005,"Cyornis_poliogenys"
"Cyornis rubeculoides","Aves","PASSERIFORMES","Muscicapidae","Cyornis","Cyornis rubeculoides","Passeriformes","Muscicapidae","Cyornis",8,7,1,1,14.2,20.9,"Forest",2,"1","Carnivore","Invertivore",768197.18,23.56,94.08,"否","食虫","4","S",2,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.15228834438306,3.08648663682246,1.09861228866811,1.6094379124341,2.07944154167984,"Cyornis_rubeculoides",-0.999915583672277,-0.573220891373848,-1.07882284575047,0.0949613386844429,0.582993079941005,"Cyornis_rubeculoides"
"Cyornis unicolor","Aves","PASSERIFORMES","Muscicapidae","Cyornis","Cyornis unicolor","Passeriformes","Muscicapidae","Cyornis",8,7,0,0,21,19.4,"Forest",1,"1","Carnivore","Invertivore",2073999.9,16.34,103.27,"否","食虫","4","RS",4,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.32221929473392,3.01553490085017,1.6094379124341,1.6094379124341,2.07944154167984,"Cyornis_unicolor",-0.777944611364527,-0.716197783321426,-0.566687705276071,0.0949613386844429,0.582993079941005,"Cyornis_unicolor"
"Enicurus leschenaulti","Aves","PASSERIFORMES","Muscicapidae","Enicurus","Enicurus leschenaulti","Passeriformes","Muscicapidae","Enicurus",5,4,1,1,33.8,20.2,"Riverine",3,"1","Carnivore","Aquatic predator",6166589.04,19.16,105.94,"否","食虫","3","R",22,3,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.52891670027765,3.05400118167797,3.13549421592915,1.38629436111989,1.6094379124341,"Enicurus_leschenaulti",-0.507947745065009,-0.638683270079786,0.963280689027329,-0.521195719216021,0.118511217674641,"Enicurus_leschenaulti"
"Enicurus maculatus","Aves","PASSERIFORMES","Muscicapidae","Enicurus","Enicurus maculatus","Passeriformes","Muscicapidae","Enicurus",5,4,2,1,40.39,25.4,"Wetland",1,"1","Carnivore","Aquatic predator",1640498.35,25.59,100.85,"否","食虫","3-4","R",8,3.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.60627385316999,3.27336401015227,2.19722457733622,1.50407739677627,1.6094379124341,"Enicurus_maculatus",-0.406900570274208,-0.196638900138829,0.0226057682567446,-0.195966294958842,0.118511217674641,"Enicurus_maculatus"
"Enicurus schistaceus","Aves","PASSERIFORMES","Muscicapidae","Enicurus","Enicurus schistaceus","Passeriformes","Muscicapidae","Enicurus",5,4,1,1,31,27.6,"Riverine",3,"1","Carnivore","Aquatic predator",2441930.12,23.27,103.26,"否","食虫","3-4","R",13,3.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.49136169383427,3.35340671782581,2.63905732961526,1.50407739677627,1.6094379124341,"Enicurus_schistaceus",-0.557003677948626,-0.0353425286067609,0.465571171962248,-0.195966294958842,0.118511217674641,"Enicurus_schistaceus"
"Enicurus scouleri","Aves","PASSERIFORMES","Muscicapidae","Enicurus","Enicurus scouleri","Passeriformes","Muscicapidae","Enicurus",5,4,0,0,17.8,24,"Riverine",3,"1","Carnivore","Aquatic predator",3341040.76,28.71,101.8,"否","食虫","3","R",15,3,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.25042000230889,3.2188758248682,2.77258872223978,1.38629436111989,1.6094379124341,"Enicurus_scouleri",-0.8717318744716,-0.306439615695997,0.599444876290812,-0.521195719216021,0.118511217674641,"Enicurus_scouleri"
"Erithacus rubecula","Aves","PASSERIFORMES","Muscicapidae","Erithacus","Erithacus rubecula","Passeriformes","Muscicapidae","Erithacus",1,0,4,1,17.7,19.9,"Forest",1,"3","Carnivore","Omnivore",10001378.73,53.82,30.86,"否","杂食性","5-6","RV",3,5.5,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.24797326636181,3.03974915897077,1.38629436111989,1.87180217690159,0,"Erithacus_rubecula",-0.874927904129729,-0.667402932575965,-0.79040329173344,0.819416929448424,-1.47201845540291,"Erithacus_rubecula"
"Eumyias thalassinus","Aves","PASSERIFORMES","Muscicapidae","Eumyias","Eumyias thalassinus","Passeriformes","Muscicapidae","Eumyias",1,0,6,1,18.1,20.9,"Forest",1,"1","Carnivore","Invertivore",4490414.63,17.79,104.13,"否","食虫","4","SWPV",19,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.25767857486918,3.08648663682246,2.99573227355399,1.6094379124341,0,"Eumyias_thalassinus",-0.862250420943286,-0.573220891373848,0.823160462748181,0.0949613386844429,-1.47201845540291,"Eumyias_thalassinus"
"Ficedula albicilla","Aves","PASSERIFORMES","Muscicapidae","Ficedula","Ficedula albicilla","Passeriformes","Muscicapidae","Ficedula",17,16,1,1,10.8,26.6,"Woodland",2,"3","Carnivore","Invertivore",10678211.07,59.73,113.81,"否","食虫","5-6","SWPV",34,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.03342375548695,3.3178157727231,3.55534806148941,1.87180217690159,2.83321334405622,"Ficedula_albicilla",-1.1551815214885,-0.107062869801077,1.38421084243174,0.819416929448424,1.32790930761678,"Ficedula_albicilla"
"Ficedula hyperythra","Aves","PASSERIFORMES","Muscicapidae","Ficedula","Ficedula hyperythra","Passeriformes","Muscicapidae","Ficedula",17,16,3,1,8.2,20.2,"Forest",1,"1","Carnivore","Invertivore",2484967.86,18.22,103.41,"否","食虫","4-5","RS",10,4.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.913813852383717,3.05400118167797,2.39789527279837,1.70474809223843,2.83321334405622,"Ficedula_hyperythra",-1.31142102014747,-0.638683270079786,0.223790889026419,0.358137395668069,1.32790930761678,"Ficedula_hyperythra"
"Ficedula mugimaki","Aves","PASSERIFORMES","Muscicapidae","Ficedula","Ficedula mugimaki","Passeriformes","Muscicapidae","Ficedula",17,16,1,1,11.7,30.9,"Forest",2,"3","Carnivore","Invertivore",5734054.5,52,115.26,"否","食虫","4-8","SWP",26,6,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.06818586174616,3.4626060097908,3.29583686600433,1.94591014905531,2.83321334405622,"Ficedula_mugimaki",-1.10977379258514,0.18470811785141,1.12403438226396,1.02404820747675,1.32790930761678,"Ficedula_mugimaki"
"Ficedula narcissina","Aves","PASSERIFORMES","Muscicapidae","Ficedula","Ficedula narcissina","Passeriformes","Muscicapidae","Ficedula",17,16,3,1,13.1,29.9,"Forest",2,"3","Carnivore","Invertivore",544878.05,40.79,138.04,"否","食虫","3-5","WP",15,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.11727129565576,3.4307561839037,2.77258872223978,1.6094379124341,2.83321334405622,"Ficedula_narcissina",-1.04565632917683,0.120526614016356,0.599444876290812,0.0949613386844429,1.32790930761678,"Ficedula_narcissina"
"Ficedula parva","Aves","PASSERIFORMES","Muscicapidae","Ficedula","Ficedula parva","Passeriformes","Muscicapidae","Ficedula",17,16,4,1,10.8,25.3,"Woodland",1,"3","Carnivore","Invertivore",6006654.02,54,34.95,"否","食虫","4-7","VW",8,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.03342375548695,3.26956893918372,2.19722457733622,1.87180217690159,2.83321334405622,"Ficedula_parva",-1.1551815214885,-0.204286457233358,0.0226057682567446,0.819416929448424,1.32790930761678,"Ficedula_parva"
